Unnamed: 0,Name,Location,Year,Kilometers_Driven,Owner_Type,Mileage,Engine,Power,Seats,Price,Fuel_Type_Diesel,Fuel_Type_Electric,Fuel_Type_Petrol,Transmission_Automatic,Transmission_Manual,Current_Age,Mileage_Per_Year
3149,Mahindra XUV500 W8 2WD,Coimbatore,2013,130790,First,16.0,2179.0,140.0,7.0,9.24,1,0,0,0,1,11,1.4545454545454546
3150,Maruti S Cross DDiS 320 Alpha,Delhi,2015,16607,First,22.7,1598.0,118.0,5.0,7.65,1,0,0,0,1,9,2.522222222222222
3151,Audi A4 2.0 TDI 177 Bhp Premium Plus,Coimbatore,2015,32205,First,17.11,1968.0,174.33,5.0,25.31,1,0,0,1,0,9,1.901111111111111
3152,Renault Duster 110PS Diesel RxZ,Delhi,2013,67000,First,19.01,1461.0,108.45,5.0,4.75,1,0,0,0,1,11,1.7281818181818183
3153,Maruti Swift Dzire VXI,Coimbatore,2014,57676,First,19.1,1197.0,85.8,5.0,6.69,0,0,1,0,1,10,1.9100000000000001
3154,Volkswagen Polo Petrol Trendline 1.2L,Mumbai,2012,41000,First,16.47,1198.0,73.9,5.0,3.1,0,0,1,0,1,12,1.3724999999999998
3155,Maruti Omni 8 Seater BSII,Jaipur,2012,65000,First,19.7,796.0,35.0,8.0,1.55,0,0,1,0,1,12,1.6416666666666666
3156,Hyundai Grand i10 1.2 Kappa Magna AT,Coimbatore,2019,12153,First,18.9,1197.0,81.86,5.0,6.84,0,0,1,1,0,5,3.78
3157,Tata Nano Twist XT,Hyderabad,2014,16810,First,25.4,624.0,37.5,4.0,1.6,0,0,1,0,1,10,2.54
3158,Audi A4 30 TFSI Premium Plus,Kochi,2017,61221,First,17.84,1395.0,147.51,5.0,21.73,0,0,1,1,0,7,2.5485714285714285
3159,Volkswagen Polo 1.2 MPI Highline,Mumbai,2015,22000,First,16.47,1198.0,74.0,5.0,4.75,0,0,1,0,1,9,1.8299999999999998
3160,Maruti Alto 800 LXI,Chennai,2015,63714,First,22.74,796.0,47.3,5.0,2.45,0,0,1,0,1,9,2.5266666666666664
3161,Mini Cooper 5 DOOR D,Kochi,2019,14857,First,20.7,1496.0,113.98,5.0,31.55,1,0,0,1,0,5,4.14
3162,Audi A4 New 2.0 TDI Multitronic,Delhi,2012,69000,Second,15.2,1968.0,140.8,5.0,10.25,1,0,0,1,0,12,1.2666666666666666
3163,Ford Endeavour Titanium 4X2,Coimbatore,2019,14648,First,12.62,2198.0,158.0,7.0,27.36,1,0,0,0,1,5,2.524
3164,Ford Ecosport 1.5 Ti VCT MT Titanium,Hyderabad,2013,100000,Second,15.8,1499.0,110.0,5.0,6.5,0,0,1,0,1,11,1.4363636363636365
3165,Hyundai Grand i10 Magna,Jaipur,2016,22000,First,18.9,1197.0,82.0,5.0,4.25,0,0,1,0,1,8,2.3625
3166,Chevrolet Sail 1.2 LS,Mumbai,2014,10000,First,18.2,1199.0,82.4,5.0,5.5,0,0,1,0,1,10,1.8199999999999998
3167,Maruti Swift Dzire LXI,Kolkata,2015,107000,First,20.85,1197.0,83.14,5.0,4.0,0,0,1,0,1,9,2.316666666666667
3168,Tata Zest Revotron 1.2T XM,Kochi,2017,48198,First,17.57,1193.0,88.7,5.0,4.65,0,0,1,0,1,7,2.5100000000000002
3169,Mercedes-Benz New C-Class C 220 CDI Avantgarde,Delhi,2015,15000,First,19.27,2143.0,170.0,5.0,28.5,1,0,0,1,0,9,2.141111111111111
3170,Chevrolet Cruze LTZ,Coimbatore,2014,80073,First,17.3,1998.0,163.7,5.0,7.11,1,0,0,0,1,10,1.73
3171,Maruti Ritz VDi,Hyderabad,2013,85388,First,21.1,1248.0,73.9,5.0,3.9,1,0,0,0,1,11,1.9181818181818182
3172,Hyundai Grand i10 1.2 Kappa Sportz Option,Jaipur,2017,14700,First,18.9,1197.0,81.86,5.0,5.6,0,0,1,0,1,7,2.6999999999999997
3173,Maruti Dzire LDI,Pune,2012,150000,Third,28.4,1248.0,73.75,5.0,2.25,1,0,0,0,1,12,2.3666666666666667
3174,Hyundai Verna 1.6 SX,Kolkata,2011,34994,First,22.32,1582.0,126.32,5.0,3.9,1,0,0,0,1,13,1.716923076923077
3175,Jaguar XF Diesel,Coimbatore,2014,82536,First,14.74,2993.0,270.9,5.0,28.63,1,0,0,1,0,10,1.474
3176,Skoda Superb Elegance 1.8 TSI AT,Delhi,2013,82000,First,13.7,1798.0,157.75,5.0,7.25,0,0,1,1,0,11,1.2454545454545454
3177,Maruti Wagon R LXI,Pune,2006,52000,Second,18.9,998.0,67.1,5.0,2.0,0,0,1,0,1,18,1.0499999999999998
3178,Volkswagen Polo Petrol Highline 1.2L,Mumbai,2011,20000,First,16.47,1198.0,73.9,5.0,3.5,0,0,1,0,1,13,1.2669230769230768
3179,Honda Civic 2010-2013 1.8 S MT,Hyderabad,2011,55000,First,14.8,1799.0,130.2,5.0,5.0,0,0,1,0,1,13,1.1384615384615384
3181,Maruti Wagon R VXI,Chennai,2014,52000,First,22.5,998.0,67.04,5.0,3.45,0,0,1,0,1,10,2.25
3182,Maruti Swift Dzire VDI,Kolkata,2013,43284,First,23.4,1248.0,74.0,5.0,4.5,1,0,0,0,1,11,2.127272727272727
3183,Hyundai Creta 1.6 SX Plus Petrol Automatic,Coimbatore,2018,23875,First,13.0,1591.0,121.3,5.0,14.36,0,0,1,1,0,6,2.1666666666666665
3184,Hyundai Grand i10 Asta,Bangalore,2016,51866,First,18.9,1197.0,82.0,5.0,5.5,0,0,1,0,1,8,2.3625
3185,Nissan Micra Diesel XV Premium,Mumbai,2013,69000,First,23.08,1461.0,63.1,5.0,3.0,1,0,0,0,1,11,2.098181818181818
3186,Hyundai Grand i10 1.2 Kappa Asta,Coimbatore,2017,62788,First,18.9,1197.0,81.86,5.0,6.08,0,0,1,0,1,7,2.6999999999999997
3187,Volkswagen Vento Diesel Highline,Chennai,2013,150000,First,20.54,1598.0,103.6,5.0,5.0,1,0,0,0,1,11,1.8672727272727272
3188,Toyota Fortuner 4x2 AT,Kochi,2015,47566,First,12.55,2982.0,168.5,7.0,20.25,1,0,0,1,0,9,1.3944444444444446
3190,Toyota Innova Crysta 2.8 GX AT,Pune,2018,20300,First,11.36,2755.0,171.5,7.0,18.0,1,0,0,1,0,6,1.8933333333333333
3191,Mercedes-Benz A Class A180 CDI,Pune,2015,48300,First,20.0,2143.0,107.3,5.0,17.5,1,0,0,1,0,9,2.2222222222222223
3192,Hyundai EON D Lite,Pune,2013,30000,First,21.1,814.0,55.2,5.0,2.1,0,0,1,0,1,11,1.9181818181818182
3193,Hyundai Elantra CRDi SX,Bangalore,2012,36000,Second,22.7,1582.0,126.24,5.0,7.5,1,0,0,0,1,12,1.8916666666666666
3194,Mini Cooper 3 DOOR D,Kochi,2015,27641,Second,20.7,1496.0,113.98,4.0,24.77,1,0,0,1,0,9,2.3
3195,Renault Duster 110PS Diesel RXZ Option,Bangalore,2015,60000,First,19.64,1461.0,108.45,5.0,8.65,1,0,0,0,1,9,2.1822222222222223
3196,Ford Endeavour 3.2 Titanium AT 4X4,Chennai,2019,9000,First,10.91,3198.0,197.0,7.0,35.5,1,0,0,1,0,5,2.182
3197,Toyota Corolla Altis GL MT,Delhi,2014,60750,First,14.28,1798.0,138.03,5.0,10.5,0,0,1,0,1,10,1.428
3198,Mahindra XUV500 W7,Delhi,2018,9000,First,14.0,2179.0,155.0,7.0,13.0,1,0,0,0,1,6,2.3333333333333335
3199,BMW 7 Series 730Ld Design Pure Excellence CBU,Kolkata,2012,41100,First,16.77,2993.0,261.49,5.0,26.5,1,0,0,1,0,12,1.3975
3200,Maruti Wagon R LX BSIII,Ahmedabad,2004,60000,Second,17.3,1061.0,64.0,5.0,1.4,0,0,1,0,1,20,0.865
3201,Honda City i VTEC SV,Kochi,2017,38424,First,17.8,1497.0,117.3,5.0,7.51,0,0,1,0,1,7,2.542857142857143
3202,Maruti Swift VDI,Delhi,2014,50000,First,22.9,1248.0,74.0,5.0,4.3,1,0,0,0,1,10,2.29
3203,Honda City i-VTEC CVT VX,Mumbai,2015,19000,First,18.0,1497.0,117.3,5.0,8.95,0,0,1,1,0,9,2.0
3204,Maruti Ertiga VDI,Kochi,2015,58734,First,20.77,1248.0,88.76,7.0,6.91,1,0,0,0,1,9,2.307777777777778
3205,Renault Duster 110PS Diesel RxZ,Coimbatore,2016,65257,First,19.01,1461.0,108.45,5.0,9.75,1,0,0,0,1,8,2.37625
3206,Maruti Swift Dzire VDi,Jaipur,2010,130000,Second,19.3,1248.0,73.9,5.0,4.0,1,0,0,0,1,14,1.3785714285714286
3207,Maruti Ritz VDi,Hyderabad,2011,79000,First,23.2,1248.0,73.94,5.0,3.65,1,0,0,0,1,13,1.7846153846153845
3208,Mahindra XUV500 W8 4WD,Chennai,2013,78000,First,15.1,2179.0,140.0,7.0,10.75,1,0,0,0,1,11,1.3727272727272728
3209,Honda Brio S MT,Kochi,2015,49133,First,19.4,1198.0,86.8,5.0,4.51,0,0,1,0,1,9,2.1555555555555554
3210,Mercedes-Benz M-Class ML 350 4Matic,Coimbatore,2016,22769,First,0.0,2987.0,165.0,5.0,49.22,1,0,0,1,0,8,0.0
3211,Tata Manza Club Class Quadrajet90 LS,Coimbatore,2014,54448,First,21.02,1248.0,88.8,5.0,3.7,1,0,0,0,1,10,2.102
3212,Toyota Innova 2.5 V Diesel 7-seater,Hyderabad,2014,158793,First,12.8,2494.0,102.0,7.0,12.99,1,0,0,0,1,10,1.28
3213,Maruti Swift VXI,Delhi,2015,62088,First,18.6,1197.0,85.8,5.0,4.15,0,0,1,0,1,9,2.066666666666667
3214,Hyundai Verna 1.6 EX VTVT,Kolkata,2012,14800,First,17.01,1591.0,121.3,5.0,4.4,0,0,1,0,1,12,1.4175000000000002
3215,Honda Mobilio S i VTEC,Kolkata,2015,26000,First,17.3,1497.0,117.3,7.0,4.25,0,0,1,0,1,9,1.9222222222222223
3216,Honda Amaze S i-Vtech,Mumbai,2017,32005,First,18.0,1198.0,86.7,5.0,4.25,0,0,1,0,1,7,2.5714285714285716
3217,Honda City i-VTEC CVT VX,Jaipur,2017,35000,First,18.0,1497.0,117.3,5.0,7.7,0,0,1,1,0,7,2.5714285714285716
3218,Land Rover Range Rover 2.2L Dynamic,Pune,2015,52000,First,12.7,2179.0,187.7,5.0,39.75,1,0,0,1,0,9,1.411111111111111
3219,Honda City i-VTEC V,Mumbai,2017,11000,First,17.4,1497.0,117.3,5.0,8.5,0,0,1,0,1,7,2.4857142857142853
3220,Mercedes-Benz E-Class 280 Elegance,Jaipur,2008,62000,First,9.5,2997.0,231.1,5.0,7.0,0,0,1,1,0,16,0.59375
3221,Ford Ikon 1.3 Flair,Chennai,2002,65134,Third,13.8,1299.0,70.0,5.0,0.8,0,0,1,0,1,22,0.6272727272727273
3222,Toyota Fortuner 4x2 Manual,Delhi,2013,71000,First,13.0,2982.0,168.5,7.0,15.25,1,0,0,0,1,11,1.1818181818181819
3223,Maruti A-Star Vxi,Hyderabad,2008,51366,First,19.0,998.0,66.1,5.0,2.25,0,0,1,0,1,16,1.1875
3224,Tata Sumo EX,Kolkata,2016,46300,First,14.07,1948.0,83.1,7.0,4.85,1,0,0,0,1,8,1.75875
3225,Honda City V AT,Coimbatore,2012,60908,Second,15.6,1497.0,116.3,5.0,6.42,0,0,1,1,0,12,1.3
3226,Nissan Micra XV D,Chennai,2012,93450,Second,23.19,1461.0,63.12,5.0,2.5,1,0,0,0,1,12,1.9325
3227,Hyundai Verna SX CRDi AT,Hyderabad,2011,104000,First,19.08,1582.0,126.32,5.0,5.75,1,0,0,1,0,13,1.4676923076923076
3228,Maruti 800 Std,Pune,2003,52000,First,16.1,796.0,37.0,4.0,0.5,0,0,1,0,1,21,0.7666666666666667
3229,Mahindra XUV500 W8 4WD,Coimbatore,2015,42999,First,15.1,2179.0,140.0,7.0,11.52,1,0,0,0,1,9,1.6777777777777778
3230,Maruti SX4 VDI,Delhi,2014,90000,First,21.5,1248.0,88.8,5.0,4.5,1,0,0,0,1,10,2.15
3231,Hyundai i20 Sportz AT 1.4,Bangalore,2013,72000,First,15.0,1396.0,98.6,5.0,4.75,0,0,1,1,0,11,1.3636363636363635
3232,Hyundai Creta 1.6 CRDi SX,Coimbatore,2019,54321,First,19.67,1582.0,126.2,5.0,13.54,1,0,0,0,1,5,3.934
3233,Mercedes-Benz E-Class E250 CDI Avantgrade,Kochi,2015,59630,First,13.0,2143.0,201.1,5.0,23.41,1,0,0,1,0,9,1.4444444444444444
3234,Toyota Fortuner 4x2 AT,Hyderabad,2013,116000,Second,12.55,2982.0,168.5,7.0,19.25,1,0,0,1,0,11,1.1409090909090909
3235,Volvo S60 D4 KINETIC,Ahmedabad,2015,34000,First,9.0,1984.0,181.0,5.0,20.0,1,0,0,1,0,9,1.0
3236,Mercedes-Benz E-Class 2009-2013 E250 CDI Avantgarde,Delhi,2011,70000,First,14.21,2143.0,203.0,5.0,13.0,1,0,0,1,0,13,1.093076923076923
3237,Honda Accord 2.4 Elegance M/T,Chennai,2010,80000,First,10.2,2354.0,180.0,5.0,3.99,0,0,1,0,1,14,0.7285714285714285
3238,Honda Amaze S i-Dtech,Pune,2015,110000,First,25.8,1498.0,98.6,5.0,4.65,1,0,0,0,1,9,2.8666666666666667
3239,Maruti Dzire ZDI,Ahmedabad,2013,56454,First,28.4,1248.0,73.75,5.0,4.65,1,0,0,0,1,11,2.5818181818181816
3240,Maruti Swift LXI,Kolkata,2013,60000,First,18.6,1197.0,85.8,5.0,3.15,0,0,1,0,1,11,1.6909090909090911
3241,Toyota Corolla Altis G HV AT,Delhi,2013,56000,First,14.53,1798.0,138.1,5.0,8.25,0,0,1,1,0,11,1.3209090909090908
3242,Land Rover Range Rover Vogue SE 4.4 SDV8,Bangalore,2012,63000,Second,11.49,4367.0,335.3,5.0,65.0,1,0,0,1,0,12,0.9575
3243,Maruti Swift VDI,Chennai,2012,63000,First,22.9,1248.0,74.0,5.0,4.5,1,0,0,0,1,12,1.9083333333333332
3244,Jeep Compass 2.0 Limited Option 4X4,Kolkata,2017,15050,First,16.3,1956.0,170.0,5.0,17.5,1,0,0,0,1,7,2.3285714285714287
3245,Maruti Swift VXI BSIV,Mumbai,2016,29401,First,20.4,1197.0,81.8,5.0,4.31,0,0,1,0,1,8,2.55
3246,Honda Jazz 1.2 SV i VTEC,Kochi,2016,25238,First,18.7,1199.0,88.7,5.0,6.2,0,0,1,0,1,8,2.3375
3248,Volkswagen Polo Petrol Trendline 1.2L,Kochi,2011,58752,First,16.47,1198.0,73.9,5.0,3.32,0,0,1,0,1,13,1.2669230769230768
3249,Honda Civic 2006-2010 1.8 V AT,Delhi,2011,62000,First,12.9,1799.0,130.0,5.0,3.75,0,0,1,1,0,13,0.9923076923076923
3250,Toyota Etios G SP,Bangalore,2013,132000,First,16.78,1496.0,88.73,5.0,4.7,0,0,1,0,1,11,1.5254545454545456
3251,Hyundai Verna 1.6 SX VTVT,Chennai,2016,51000,First,17.01,1591.0,121.3,5.0,6.5,0,0,1,0,1,8,2.12625
3252,Toyota Innova 2.5 G4 Diesel 8-seater,Hyderabad,2009,185200,First,12.8,2494.0,102.0,8.0,7.25,1,0,0,0,1,15,0.8533333333333334
3253,Maruti SX4 S Cross DDiS 320 Zeta,Coimbatore,2016,61717,First,22.7,1598.0,118.0,5.0,8.94,1,0,0,0,1,8,2.8375
3254,Ford Freestyle Titanium Plus Petrol,Kolkata,2018,8896,First,19.0,1194.0,94.68,5.0,7.34,0,0,1,0,1,6,3.1666666666666665
3255,Maruti Baleno Alpha 1.2,Delhi,2016,17000,First,21.4,1197.0,83.1,5.0,6.9,0,0,1,0,1,8,2.675
3256,Honda Jazz V,Mumbai,2016,31378,First,18.2,1199.0,88.7,5.0,5.9,0,0,1,0,1,8,2.275
3257,Hyundai Verna 1.6 CRDi EX AT,Pune,2013,114000,First,22.32,1582.0,126.3,5.0,6.75,1,0,0,1,0,11,2.0290909090909093
3258,Honda Amaze VX i-DTEC,Ahmedabad,2014,81000,First,25.8,1498.0,98.6,5.0,4.1,1,0,0,0,1,10,2.58
3259,Audi Q3 30 TDI Premium FWD,Mumbai,2017,31000,First,18.51,1968.0,147.51,5.0,27.0,1,0,0,1,0,7,2.6442857142857146
3260,Skoda Rapid 2013-2016 1.6 MPI Ambition,Mumbai,2014,35000,First,15.0,1598.0,103.52,5.0,4.5,0,0,1,0,1,10,1.5
3261,Audi A4 2.0 TDI 177 Bhp Premium Plus,Kolkata,2013,60001,First,17.11,1968.0,174.33,5.0,14.5,1,0,0,1,0,11,1.5554545454545454
3262,Maruti Swift Dzire VDI,Jaipur,2014,75074,First,23.4,1248.0,74.0,5.0,5.25,1,0,0,0,1,10,2.34
3263,Tata Indica Vista Quadrajet LS,Kolkata,2012,80000,Second,22.3,1248.0,74.0,5.0,1.2,1,0,0,0,1,12,1.8583333333333334
3264,Toyota Innova 2.5 G (Diesel) 8 Seater,Jaipur,2006,147350,Second,12.99,2494.0,100.6,8.0,4.95,1,0,0,0,1,18,0.7216666666666667
3265,Renault Duster 110PS Diesel RxZ Plus,Hyderabad,2013,60000,First,19.64,1461.0,108.45,5.0,7.5,1,0,0,0,1,11,1.7854545454545454
3266,Mercedes-Benz E-Class E400 Cabriolet,Kolkata,2015,7501,First,10.0,2996.0,333.0,4.0,48.0,0,0,1,1,0,9,1.1111111111111112
3267,Honda Amaze S i-Dtech,Delhi,2015,58000,First,25.8,1498.0,98.6,5.0,4.45,1,0,0,0,1,9,2.8666666666666667
3268,Mercedes-Benz GLE 350d,Coimbatore,2018,29277,First,11.57,2987.0,254.79,5.0,59.65,1,0,0,1,0,6,1.9283333333333335
3269,Maruti Ritz VDi,Kochi,2015,57034,First,23.2,1248.0,73.94,5.0,4.38,1,0,0,0,1,9,2.5777777777777775
3270,Maruti Ciaz ZDi Plus SHVS,Kochi,2016,40810,First,28.09,1248.0,88.5,5.0,7.9,1,0,0,0,1,8,3.51125
3271,Hyundai Santro Xing GL,Bangalore,2008,35268,Second,0.0,1086.0,62.0,5.0,1.88,0,0,1,0,1,16,0.0
3272,BMW 5 Series 520d Sedan,Mumbai,2008,81000,Second,18.48,1197.0,74.0,5.286452057152694,10.5,1,0,0,1,0,16,1.155
3273,Maruti Baleno Delta CVT,Coimbatore,2018,34630,First,21.4,1197.0,83.1,5.0,7.29,0,0,1,1,0,6,3.5666666666666664
3274,Ford Fiesta Diesel Titanium Plus,Hyderabad,2012,45122,First,23.5,1498.0,88.7,5.0,6.0,1,0,0,0,1,12,1.9583333333333333
3275,Mahindra XUV500 W8 2WD,Chennai,2011,126000,Third,16.0,2179.0,140.0,7.0,6.7,1,0,0,0,1,13,1.2307692307692308
3276,Maruti Alto LXi,Jaipur,2009,63000,First,19.7,796.0,46.3,5.0,1.5,0,0,1,0,1,15,1.3133333333333332
3277,Mini Cooper 3 DOOR D,Kochi,2016,32298,First,20.7,1496.0,113.98,4.0,23.8,1,0,0,1,0,8,2.5875
3278,Mahindra XUV500 W8 4WD,Kochi,2014,63288,First,15.1,2179.0,140.0,7.0,7.77,1,0,0,0,1,10,1.51
3279,Hyundai Santro Xing GLS,Coimbatore,2012,43337,First,17.92,1086.0,62.1,5.0,3.32,0,0,1,0,1,12,1.4933333333333334
3280,Maruti Swift VDI,Kochi,2015,46561,First,22.9,1248.0,74.0,5.0,4.94,1,0,0,0,1,9,2.5444444444444443
3281,Mercedes-Benz A Class A180 CDI,Delhi,2013,34000,Second,20.0,2143.0,107.3,5.0,11.0,1,0,0,1,0,11,1.8181818181818181
3282,Renault KWID RXT,Hyderabad,2016,48000,First,25.17,799.0,53.3,5.0,3.4,0,0,1,0,1,8,3.14625
3283,Maruti Swift VDI,Kochi,2013,56263,First,22.9,1248.0,74.0,5.0,4.17,1,0,0,0,1,11,2.0818181818181816
3284,Maruti Zen LXI,Hyderabad,2005,84060,Second,17.3,993.0,60.0,5.0,1.25,0,0,1,0,1,19,0.9105263157894737
3285,Hyundai Grand i10 Magna AT,Mumbai,2016,9000,First,18.9,1197.0,82.0,5.0,5.45,0,0,1,1,0,8,2.3625
3286,Tata Manza Aura Quadrajet BS IV,Jaipur,2012,79000,First,21.12,1248.0,88.8,5.0,2.59,1,0,0,0,1,12,1.76
3287,Mahindra XUV500 W10 AWD,Pune,2015,87900,First,16.0,2179.0,140.0,7.0,12.01,1,0,0,0,1,9,1.7777777777777777
3288,Maruti Swift Dzire 1.2 Vxi BSIV,Delhi,2010,72425,Second,17.5,1197.0,85.8,5.0,2.45,0,0,1,0,1,14,1.25
3289,Audi Q3 35 TDI Quattro Premium Plus,Bangalore,2015,38000,First,15.73,1968.0,174.33,5.0,29.0,1,0,0,1,0,9,1.7477777777777779
3291,Mercedes-Benz New C-Class C 220 CDI Elegance AT,Hyderabad,2010,107000,First,14.84,2143.0,170.0,5.0,11.99,1,0,0,1,0,14,1.06
3292,Honda City i VTEC CVT VX,Delhi,2015,51000,First,18.0,1497.0,117.3,5.0,7.9,0,0,1,1,0,9,2.0
3293,Toyota Innova 2.5 GX 7 STR,Pune,2010,140000,Third,12.8,2494.0,102.0,7.0,6.25,1,0,0,0,1,14,0.9142857142857144
3294,Chevrolet Beat LT,Pune,2011,48000,Second,18.6,1199.0,79.4,5.0,1.8,0,0,1,0,1,13,1.4307692307692308
3296,Honda Jazz 1.2 S i VTEC,Mumbai,2015,31000,First,18.7,1199.0,88.7,5.0,4.9,0,0,1,0,1,9,2.0777777777777775
3297,Nissan Micra XL Primo,Jaipur,2010,75055,First,18.06,1198.0,75.0,5.0,2.25,0,0,1,0,1,14,1.2899999999999998
3298,Maruti Ciaz AT ZXi,Coimbatore,2017,51210,First,19.12,1373.0,91.1,5.0,8.89,0,0,1,1,0,7,2.7314285714285718
3299,Toyota Fortuner 4x2 AT,Mumbai,2012,87000,First,12.55,2982.0,168.5,7.0,15.0,1,0,0,1,0,12,1.0458333333333334
3300,Ford Aspire Ambiente Diesel,Kolkata,2018,17000,First,26.1,1498.0,99.0,5.0,5.65,1,0,0,0,1,6,4.3500000000000005
3301,Maruti Ertiga ZDI,Jaipur,2014,57000,First,20.77,1248.0,88.8,7.0,7.0,1,0,0,0,1,10,2.077
3302,Maruti Alto 800 LXI,Hyderabad,2016,9370,First,22.74,796.0,47.3,5.0,2.95,0,0,1,0,1,8,2.8425
3303,Honda Brio V MT,Chennai,2013,53226,First,19.4,1198.0,86.8,5.0,3.3,0,0,1,0,1,11,1.7636363636363634
3304,Hyundai Verna Transform CRDi VGT SX ABS,Hyderabad,2010,120000,Second,16.2,1493.0,110.0,5.0,3.5,1,0,0,0,1,14,1.157142857142857
3305,Honda City 1.5 GXI,Jaipur,2007,75055,First,12.8,1493.0,100.0,5.0,2.3,0,0,1,0,1,17,0.7529411764705882
3306,Hyundai Creta 1.6 CRDi SX,Coimbatore,2017,37247,First,19.67,1582.0,126.2,5.0,13.69,1,0,0,0,1,7,2.81
3307,Toyota Etios Liva GD,Delhi,2013,64000,First,23.59,1364.0,67.06,5.0,3.1,1,0,0,0,1,11,2.1445454545454545
3308,Hyundai Sonata Transform 2.4 GDi MT,Mumbai,2014,12000,First,13.44,2359.0,198.25,5.0,12.75,0,0,1,0,1,10,1.3439999999999999
3309,Hyundai Creta 1.6 CRDi SX Option,Pune,2017,40158,First,19.67,1582.0,126.2,5.0,13.75,1,0,0,0,1,7,2.81
3310,Honda Jazz 1.2 SV i VTEC,Chennai,2017,11000,First,18.7,1199.0,88.7,5.0,6.75,0,0,1,0,1,7,2.6714285714285713
3311,Volkswagen Vento Diesel Comfortline,Chennai,2014,70010,First,20.54,1598.0,103.6,5.0,5.25,1,0,0,0,1,10,2.054
3312,Mahindra XUV500 W6 2WD,Mumbai,2015,82000,First,16.0,2179.0,140.0,7.0,8.75,1,0,0,0,1,9,1.7777777777777777
3313,Mahindra TUV 300 2015-2019 T8,Kochi,2017,57259,First,18.49,1493.0,100.0,7.0,8.87,1,0,0,0,1,7,2.641428571428571
3314,Honda Accord 2001-2003 2.3 VTi L AT,Bangalore,2010,84000,Second,11.1,2354.0,142.0,5.0,6.5,0,0,1,1,0,14,0.7928571428571428
3315,Maruti Ertiga VDI,Pune,2012,168000,First,20.77,1248.0,88.76,7.0,4.5,1,0,0,0,1,12,1.7308333333333332
3316,Mahindra Ssangyong Rexton RX5,Hyderabad,2012,73670,First,12.83,2696.0,162.0,7.0,12.5,1,0,0,0,1,12,1.0691666666666666
3317,Toyota Fortuner 4x2 AT,Delhi,2014,89540,First,12.55,2982.0,168.5,7.0,16.8,1,0,0,1,0,10,1.2550000000000001
3318,Maruti Ertiga ZDI,Hyderabad,2016,85423,First,20.77,1248.0,88.8,7.0,8.75,1,0,0,0,1,8,2.59625
3319,Hyundai Elantra CRDi SX AT,Pune,2013,48823,First,19.5,1582.0,126.24,5.0,8.5,1,0,0,1,0,11,1.7727272727272727
3320,Hyundai i10 Magna 1.2,Kolkata,2011,35082,First,20.36,1197.0,78.9,5.0,2.21,0,0,1,0,1,13,1.566153846153846
3321,Maruti Omni MPI STD BSIV,Jaipur,2012,126000,First,16.8,796.0,34.2,5.0,1.6,0,0,1,0,1,12,1.4000000000000001
3322,Honda Amaze VX AT i-Vtech,Delhi,2016,19000,First,15.5,1198.0,86.7,5.0,6.25,0,0,1,1,0,8,1.9375
3323,Honda Civic 2006-2010 1.8 V AT,Mumbai,2007,69000,Second,12.9,1799.0,130.0,5.0,2.25,0,0,1,1,0,17,0.7588235294117647
3324,Mercedes-Benz CLA 200 CDI Sport,Kochi,2019,29836,First,17.9,2143.0,136.0,5.0,25.75,1,0,0,1,0,5,3.5799999999999996
3325,Skoda Superb 1.8 TFSI MT,Ahmedabad,2010,48002,Second,13.14,1798.0,157.8,5.0,6.75,0,0,1,0,1,14,0.9385714285714286
3326,Maruti Ciaz ZDi Plus SHVS,Ahmedabad,2015,52324,First,28.09,1248.0,88.5,5.0,6.25,1,0,0,0,1,9,3.121111111111111
3327,Ford Ecosport 1.5 DV5 MT Titanium Optional,Delhi,2013,65000,First,22.7,1498.0,89.84,5.0,5.1,1,0,0,0,1,11,2.0636363636363635
3328,Mercedes-Benz M-Class ML 320 CDI,Mumbai,2009,66000,Second,8.7,2987.0,224.34,5.0,10.75,1,0,0,1,0,15,0.58
3329,Hyundai Grand i10 CRDi Sportz,Hyderabad,2016,75700,First,24.0,1120.0,70.0,5.0,5.7,1,0,0,0,1,8,3.0
3330,Volkswagen Vento Diesel Breeze,Bangalore,2013,43000,First,20.5,1598.0,105.0,5.0,5.95,1,0,0,0,1,11,1.8636363636363635
3331,Chevrolet Beat Diesel LT,Kochi,2012,42706,First,25.44,936.0,56.3,5.0,2.4,1,0,0,0,1,12,2.12
3332,Mahindra Quanto C6,Mumbai,2013,35000,First,17.21,1493.0,100.0,7.0,3.49,1,0,0,0,1,11,1.5645454545454547
3333,Hyundai i10 Asta 1.2 AT with Sunroof,Hyderabad,2011,54348,First,19.2,1197.0,80.0,5.0,4.0,0,0,1,1,0,13,1.4769230769230768
3334,Toyota Etios Liva 1.4 GD,Delhi,2013,84000,First,23.59,1364.0,67.04,5.0,3.85,1,0,0,0,1,11,2.1445454545454545
3335,Toyota Corolla Altis 2008-2013 1.8 VL AT,Mumbai,2010,63298,First,14.53,1794.0,138.1,5.0,3.95,0,0,1,1,0,14,1.0378571428571428
3336,Hyundai i10 Magna 1.2,Jaipur,2013,75049,Second,20.36,1197.0,78.9,5.0,3.0,0,0,1,0,1,11,1.8509090909090908
3337,Ford Figo Aspire 1.2 Ti-VCT Titanium,Kochi,2018,24237,First,18.16,1196.0,86.8,5.0,6.7,0,0,1,0,1,6,3.026666666666667
